id_n,Year,rural_urban,region,Employment_Income,job_desc,job_category,employer_activity,employer_activity_code,employer_category,formal,weight
6605,2022,2. URBAN,4. OROMIA,50400.0,Construction work,"9. Elementary Occupations, Sales And Services Elementary Occupations",Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",2. PRIVATE INDIVIDUAL,2. NO,9517.217773
6610,2022,2. URBAN,4. OROMIA,4800.0,Waitress,"9. Elementary Occupations, Sales And Services Elementary Occupations",Public service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,4307.814941
6611,2022,2. URBAN,4. OROMIA,18000.0,Washing service- Vehicle,"9. Elementary Occupations, Sales And Services Elementary Occupations",Public service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,4307.814941
6613,2022,2. URBAN,4. OROMIA,57750.0,Tyre repair and maintenance,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,4608.097168
6623,2022,2. URBAN,4. OROMIA,9000.0,Guard,"9. Elementary Occupations, Sales And Services Elementary Occupations",Eductaion,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",3. GOVERNMENT,1. YES,6674.373535
6625,2022,2. URBAN,4. OROMIA,12000.0,Service,"9. Elementary Occupations, Sales And Services Elementary Occupations",Public service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,1. YES,8794.837891
6634,2022,2. URBAN,4. OROMIA,9000.0,Guard,"9. Elementary Occupations, Sales And Services Elementary Occupations",Eductaion,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",3. GOVERNMENT,1. YES,10781.91699
6637,2022,2. URBAN,4. OROMIA,3200.0,Cleaning service,"9. Elementary Occupations, Sales And Services Elementary Occupations",Hotel,17. EXTRA-TERRITORIAL ORGANIZATIONS AND BODIES INCLUDING INTERNATIONAL ORGANIZATIONS AND NGOS,2. PRIVATE INDIVIDUAL,2. NO,1806.328369
6640,2022,2. URBAN,4. OROMIA,15600.0,Driver assistant,"9. Elementary Occupations, Sales And Services Elementary Occupations",Service,7. TRADE (WHOLESALE AND RETAIL TRADE),2. PRIVATE INDIVIDUAL,2. NO,9363.03418
6641,2022,2. URBAN,4. OROMIA,3200.0,House maid,"9. Elementary Occupations, Sales And Services Elementary Occupations",Service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,9363.03418
6655,2022,2. URBAN,4. OROMIA,180000.0,Teacher,"4. Clerks, Office clerks ",Eductaion,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",3. GOVERNMENT,1. YES,1842.667725
6666,2022,2. URBAN,4. OROMIA,34800.0,Technician,"7. Craft And Related Trades Workers, Extraction and Building Trades Workers",Horticulture export,"1. AGRICULTURE (HUNTING, FORESTRY AND PRODUCTION OF RELATED PRODUCTS AND SERVICES)",1. PRIVATE COMPANY,1. YES,1074.746216
6682,2022,2. URBAN,5. SOMALI,110000.0,Professional service,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Education,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",3. GOVERNMENT,1. YES,79.90161896
6709,2022,2. URBAN,5. SOMALI,48000.0,Guard,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Security,13. EDUCATION,3. GOVERNMENT,1. YES,81.06789398
6730,2022,2. URBAN,5. SOMALI,39340.0,Teacher,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Education,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",3. GOVERNMENT,1. YES,4307.00293
6738,2022,2. URBAN,5. SOMALI,129600.0,Health worker,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Health service,"12. PUBLIC ADMINISTRATION DEFENCE, POLICE AND OTEHR GOV'T WORK",3. GOVERNMENT,1. YES,83.54239655
6764,2022,1. RURAL,5. SOMALI,20000.0,Guard,"9. Elementary Occupations, Sales And Services Elementary Occupations",Mineral water factory,3. MINING AND QUARRYING,1. PRIVATE COMPANY,1. YES,6915.520996
7060,2022,2. URBAN,5. SOMALI,48000.0,Teacher,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Education,"4. MANUFACTURING (FOR EXAMPLE MANUFACTURING OF FOOD PRODUCTS INCLUDING PROCESSING, CANING AND PRESERVING. WEAVING, BLACKSMITH ETC)",3. GOVERNMENT,1. YES,1157.00354
7079,2022,2. URBAN,5. SOMALI,165000.0,Finance officer,"1. Legislators, Senior Government Officials and Managers",Finance service,"9. TRANSPORT, STORAGE AND COMMUNICATIONS/LAND TRANSPORT; PEOPLE AND MERCHANDISE",1. PRIVATE COMPANY,1. YES,113.0088272
7085,2022,2. URBAN,5. SOMALI,78000.0,Police,10. Army/ Member of the Armed Forces,Security,13. EDUCATION,3. GOVERNMENT,1. YES,950.9606323
7090,2022,2. URBAN,5. SOMALI,60000.0,Teacher,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Education,"4. MANUFACTURING (FOR EXAMPLE MANUFACTURING OF FOOD PRODUCTS INCLUDING PROCESSING, CANING AND PRESERVING. WEAVING, BLACKSMITH ETC)",1. PRIVATE COMPANY,1. YES,580.2918091
7095,2022,2. URBAN,5. SOMALI,110000.0,Health worker,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Health service,"12. PUBLIC ADMINISTRATION DEFENCE, POLICE AND OTEHR GOV'T WORK",3. GOVERNMENT,1. YES,612.2161865
7100,2022,2. URBAN,5. SOMALI,55000.0,Police,10. Army/ Member of the Armed Forces,Police commision,13. EDUCATION,3. GOVERNMENT,1. YES,113.0088272
7144,2022,2. URBAN,5. SOMALI,80000.0,Teacher,"4. Clerks, Office clerks ",Education,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",3. GOVERNMENT,1. YES,63.87547684
7158,2022,2. URBAN,5. SOMALI,336000.0,Private service provision,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,64.80783081
7163,2022,2. URBAN,5. SOMALI,32400.0,Daily laborer,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Distributor,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,70.51383209
7169,2022,2. URBAN,5. SOMALI,42000.0,Guard,"9. Elementary Occupations, Sales And Services Elementary Occupations",Transport,7. TRADE (WHOLESALE AND RETAIL TRADE),5. NON GOVERNMENTAL ORGANIZATIONS,2. NO,70.51383209
7186,2022,2. URBAN,5. SOMALI,24000.0,Religious Teacher,"9. Elementary Occupations, Sales And Services Elementary Occupations",Religious service,14. HEALTH AND SOCIAL WORK,6. CHURCH / RELIGIOUS ORGANIZATION,2. NO,530.1613159
7206,2022,2. URBAN,5. SOMALI,17500.0,Driver,"4. Clerks, Office clerks ",Manufacturing industry,3. MINING AND QUARRYING,1. PRIVATE COMPANY,1. YES,3022.734619
7230,2022,2. URBAN,5. SOMALI,8500.0,Driver,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Transport,7. TRADE (WHOLESALE AND RETAIL TRADE),1. PRIVATE COMPANY,1. YES,458.4161682
7231,2022,2. URBAN,5. SOMALI,54000.0,House maid,"2. Professionals/ Physical, Mathematical and Engineering Science Professionals",Home service,15. OTHER SERVICES,2. PRIVATE INDIVIDUAL,2. NO,458.4161682
7250,2022,2. URBAN,5. SOMALI,70000.0,Open market merchandise sales,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Agriculture,8. HOTELS AND RESTAURANTS/ HOTELS (WITH HOTEL ROOMS); CAMPING SITES AND OTHER PROVISION OF SHORT-STAY ACCOMMODATION,2. PRIVATE INDIVIDUAL,2. NO,77.15461731
7272,2022,2. URBAN,5. SOMALI,10000.0,Open market merchandise sales,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Agriculture,"1. AGRICULTURE (HUNTING, FORESTRY AND PRODUCTION OF RELATED PRODUCTS AND SERVICES)",2. PRIVATE INDIVIDUAL,2. NO,77.15461731
7275,2022,2. URBAN,5. SOMALI,67200.0,Health worker,"1. Legislators, Senior Government Officials and Managers",Health service,"12. PUBLIC ADMINISTRATION DEFENCE, POLICE AND OTEHR GOV'T WORK",3. GOVERNMENT,2. NO,76.44187164
7276,2022,2. URBAN,5. SOMALI,27000.0,Health worker,"1. Legislators, Senior Government Officials and Managers",Health service,"12. PUBLIC ADMINISTRATION DEFENCE, POLICE AND OTEHR GOV'T WORK",3. GOVERNMENT,2. NO,76.44187164
7292,2022,2. URBAN,5. SOMALI,66000.0,Teacher,"1. Legislators, Senior Government Officials and Managers",Eductaion,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",2. PRIVATE INDIVIDUAL,1. YES,76.44187164
7305,2022,2. URBAN,5. SOMALI,192000.0,Engineering,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",1. PRIVATE COMPANY,1. YES,77.55764771
7313,2022,2. URBAN,5. SOMALI,72000.0,Guard,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Shoe sale,8. HOTELS AND RESTAURANTS/ HOTELS (WITH HOTEL ROOMS); CAMPING SITES AND OTHER PROVISION OF SHORT-STAY ACCOMMODATION,2. PRIVATE INDIVIDUAL,2. NO,4596.734375
7685,2022,2. URBAN,5. SOMALI,105000.0,Meherad,6. Skilled Agricultural and Fishery Workers Market-Oriented Skilled Agricultural and Fishery Workers,Trade,"1. AGRICULTURE (HUNTING, FORESTRY AND PRODUCTION OF RELATED PRODUCTS AND SERVICES)",1. PRIVATE COMPANY,1. YES,1587.106201
7698,2022,2. URBAN,5. SOMALI,42000.0,Education officer,10. Army/ Member of the Armed Forces,Education,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",1. PRIVATE COMPANY,2. NO,111.1519623
7745,2022,2. URBAN,5. SOMALI,30000.0,Livestock rearing,6. Skilled Agricultural and Fishery Workers Market-Oriented Skilled Agricultural and Fishery Workers,Household consumption,"1. AGRICULTURE (HUNTING, FORESTRY AND PRODUCTION OF RELATED PRODUCTS AND SERVICES)",2. PRIVATE INDIVIDUAL,2. NO,2422.90332
7746,2022,2. URBAN,5. SOMALI,36000.0,Street trading,"9. Elementary Occupations, Sales And Services Elementary Occupations",Household consumption,8. HOTELS AND RESTAURANTS/ HOTELS (WITH HOTEL ROOMS); CAMPING SITES AND OTHER PROVISION OF SHORT-STAY ACCOMMODATION,8. OTHER (SPECIFY),2. NO,2422.90332
7759,2022,2. URBAN,5. SOMALI,69760.0,Technician,"8. Plant and Machine Operators and Assemblers, Stationary-Plant and Related Operators",Household consumption,"5. ELECTRICITY, GAS, STEAM AND HOT WATER SUPPLY",3. GOVERNMENT,1. YES,2422.90332
7765,2022,2. URBAN,5. SOMALI,180000.0,Construction work,"7. Craft And Related Trades Workers, Extraction and Building Trades Workers",Household consumption,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",1. PRIVATE COMPANY,1. YES,78.91711426
7802,2022,2. URBAN,5. SOMALI,32000.0,Agriculture office,6. Skilled Agricultural and Fishery Workers Market-Oriented Skilled Agricultural and Fishery Workers,Home service,"1. AGRICULTURE (HUNTING, FORESTRY AND PRODUCTION OF RELATED PRODUCTS AND SERVICES)",1. PRIVATE COMPANY,2. NO,1752.540039
7814,2022,2. URBAN,5. SOMALI,51000.0,Office worker,"4. Clerks, Office clerks ",Household consumption,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),3. GOVERNMENT,1. YES,144.5172272
7902,2022,1. RURAL,5. SOMALI,4000.0,Chat sales,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Chat/Kat sale,"1. AGRICULTURE (HUNTING, FORESTRY AND PRODUCTION OF RELATED PRODUCTS AND SERVICES)",2. PRIVATE INDIVIDUAL,2. NO,4055.382813
8119,2022,1. RURAL,5. SOMALI,3.0,Agriculture office,"9. Elementary Occupations, Sales And Services Elementary Occupations",Construction,"1. AGRICULTURE (HUNTING, FORESTRY AND PRODUCTION OF RELATED PRODUCTS AND SERVICES)",3. GOVERNMENT,2. NO,13576.01172
8137,2022,1. RURAL,5. SOMALI,21000.0,Agriculture office,"9. Elementary Occupations, Sales And Services Elementary Occupations",Construction,"1. AGRICULTURE (HUNTING, FORESTRY AND PRODUCTION OF RELATED PRODUCTS AND SERVICES)",2. PRIVATE INDIVIDUAL,2. NO,228.9826508
8143,2022,1. RURAL,5. SOMALI,100.0,Agriculture office,"9. Elementary Occupations, Sales And Services Elementary Occupations",Telecommunication service,"1. AGRICULTURE (HUNTING, FORESTRY AND PRODUCTION OF RELATED PRODUCTS AND SERVICES)",8. OTHER (SPECIFY),2. NO,6291.57373
8244,2022,2. URBAN,5. SOMALI,144000.0,Private enterprise,"4. Clerks, Office clerks ",Transport,7. TRADE (WHOLESALE AND RETAIL TRADE),1. PRIVATE COMPANY,1. YES,3800.188232
8257,2022,2. URBAN,5. SOMALI,151200.0,Daily laborer,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",2. PRIVATE INDIVIDUAL,2. NO,493.8688965
8258,2022,2. URBAN,5. SOMALI,30000.0,Carpentry,"7. Craft And Related Trades Workers, Extraction and Building Trades Workers",Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",1. PRIVATE COMPANY,2. NO,3926.851318
8281,2022,2. URBAN,5. SOMALI,6000.0,House maid,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,1. YES,91.60584259
8286,2022,2. URBAN,5. SOMALI,31200.0,Guard,"9. Elementary Occupations, Sales And Services Elementary Occupations",Finance  and insurance service,"9. TRANSPORT, STORAGE AND COMMUNICATIONS/LAND TRANSPORT; PEOPLE AND MERCHANDISE",1. PRIVATE COMPANY,2. NO,90.76914215
8518,2022,2. URBAN,5. SOMALI,1500.0,Agriculture office,"1. Legislators, Senior Government Officials and Managers",Agriculture,"1. AGRICULTURE (HUNTING, FORESTRY AND PRODUCTION OF RELATED PRODUCTS AND SERVICES)",2. PRIVATE INDIVIDUAL,2. NO,2159.064941
8528,2022,2. URBAN,5. SOMALI,3000.0,Agriculture office,6. Skilled Agricultural and Fishery Workers Market-Oriented Skilled Agricultural and Fishery Workers,Agriculture,"1. AGRICULTURE (HUNTING, FORESTRY AND PRODUCTION OF RELATED PRODUCTS AND SERVICES)",2. PRIVATE INDIVIDUAL,2. NO,130.8421021
8532,2022,2. URBAN,5. SOMALI,150000.0,Agriculture office,6. Skilled Agricultural and Fishery Workers Market-Oriented Skilled Agricultural and Fishery Workers,Agriculture,"1. AGRICULTURE (HUNTING, FORESTRY AND PRODUCTION OF RELATED PRODUCTS AND SERVICES)",2. PRIVATE INDIVIDUAL,2. NO,131.309021
8563,2022,2. URBAN,5. SOMALI,144000.0,Agriculture office,6. Skilled Agricultural and Fishery Workers Market-Oriented Skilled Agricultural and Fishery Workers,Agriculture,"1. AGRICULTURE (HUNTING, FORESTRY AND PRODUCTION OF RELATED PRODUCTS AND SERVICES)",2. PRIVATE INDIVIDUAL,1. YES,731.0681152
8707,2022,2. URBAN,5. SOMALI,144000.0,Justice service work,"4. Clerks, Office clerks ",Community Service,13. EDUCATION,3. GOVERNMENT,2. NO,443.3236694
8729,2022,2. URBAN,5. SOMALI,100800.0,Daily laborer,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",2. PRIVATE INDIVIDUAL,2. NO,82.46389008
8740,2022,2. URBAN,5. SOMALI,21600.0,Guard,"9. Elementary Occupations, Sales And Services Elementary Occupations",World food program,14. HEALTH AND SOCIAL WORK,5. NON GOVERNMENTAL ORGANIZATIONS,1. YES,84.71455383
8746,2022,2. URBAN,5. SOMALI,67200.0,Unskilled work- any,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",2. PRIVATE INDIVIDUAL,2. NO,1279.645386
8749,2022,2. URBAN,5. SOMALI,52500.0,Construction work,"9. Elementary Occupations, Sales And Services Elementary Occupations",Construction,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",1. PRIVATE COMPANY,2. NO,3608.030029
8753,2022,2. URBAN,5. SOMALI,30000.0,Cooker,"9. Elementary Occupations, Sales And Services Elementary Occupations",Education,17. EXTRA-TERRITORIAL ORGANIZATIONS AND BODIES INCLUDING INTERNATIONAL ORGANIZATIONS AND NGOS,1. PRIVATE COMPANY,1. YES,82.2053299
8754,2022,2. URBAN,5. SOMALI,90000.0,School director,"1. Legislators, Senior Government Officials and Managers",Eductaion,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",1. PRIVATE COMPANY,1. YES,82.2053299
8757,2022,2. URBAN,5. SOMALI,50400.0,Washing- clothes,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,82.46389008
8758,2022,2. URBAN,5. SOMALI,84000.0,Construction work,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",2. PRIVATE INDIVIDUAL,2. NO,82.46389008
8776,2022,2. URBAN,5. SOMALI,84000.0,Construction work,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",2. PRIVATE INDIVIDUAL,2. NO,82.46389008
8779,2022,2. URBAN,5. SOMALI,50400.0,Washing- clothes,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,945.2689819
8780,2022,2. URBAN,5. SOMALI,67200.0,Unskilled work- any,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",2. PRIVATE INDIVIDUAL,2. NO,945.2689819
8786,2022,2. URBAN,5. SOMALI,67200.0,Construction work,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,"6. CONSTRUCTION (CONTRACTOR, SITE PREPARATION, LAND CLEARING, BUILDING/ HOME CONSTRUCTION)",2. PRIVATE INDIVIDUAL,2. NO,1910.106079
8787,2022,2. URBAN,5. SOMALI,50400.0,Washing- clothes,"9. Elementary Occupations, Sales And Services Elementary Occupations",Home service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,1910.106079
8928,2022,1. RURAL,5. SOMALI,72000.0,##N/A##,6. Skilled Agricultural and Fishery Workers Market-Oriented Skilled Agricultural and Fishery Workers,##N/A##,"1. AGRICULTURE (HUNTING, FORESTRY AND PRODUCTION OF RELATED PRODUCTS AND SERVICES)",5. NON GOVERNMENTAL ORGANIZATIONS,1. YES,6494.87793
9122,2022,2. URBAN,5. SOMALI,29700.0,Retail shop,"5. Service Workers and Shop and Market Sales Workers/ Personal and Protective Service workers, Travel attendants and related workers ",Buying and selling commodities,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,1661.97229
9476,2022,2. URBAN,5. SOMALI,169010.0,Teacher,"1. Legislators, Senior Government Officials and Managers",Education,"11. REAL ESTATE, RENTING AND BUSINESS ACTIVITIES)",3. GOVERNMENT,1. YES,2836.309326
9484,2022,2. URBAN,5. SOMALI,24000.0,Media professional,3. Technicians and Associate Professionals/ Physical and Engineering Science Associate Professionals,Health service,10. FINANCIAL INTERMEDIATION (EXCEPT INSURANCE AND PENSION FUNDING),2. PRIVATE INDIVIDUAL,2. NO,99.02481842
9486,2022,2. URBAN,5. SOMALI,93500.0,Finance officer,"4. Clerks, Office clerks ",Finance service,"9. TRANSPORT, STORAGE AND COMMUNICATIONS/LAND TRANSPORT; PEOPLE AND MERCHANDISE",3. GOVERNMENT,1. YES,618.7550659
9499,2022,2. URBAN,5. SOMALI,103200.0,Health worker,"4. Clerks, Office clerks ",Health service,"12. PUBLIC ADMINISTRATION DEFENCE, POLICE AND OTEHR GOV'T WORK",3. GOVERNMENT,1. YES,89.70236206
